"","Reporter.Countries","Partner.Countries","Value_YearMean","LongitudeReport","LatitudeReport","LongitudePartner","LatitudePartner"
"1951","Malaysia","Brunei Darussalam",0.8,109.6976228,3.78986846,114.7220304,4.51968958
"1952","Malaysia","China, Hong Kong SAR",16.2,109.6976228,3.78986846,114.1138045,22.39827737
"1953","Malaysia","China, mainland",0.6,109.6976228,3.78986846,103.8190735,36.56176546
"1954","Malaysia","China, Taiwan Province of",3,109.6976228,3.78986846,120.9542728,23.7539928
"1955","Malaysia","Germany",28.6,109.6976228,3.78986846,10.38578051,51.10698181
"1956","Malaysia","India",7,109.6976228,3.78986846,79.6119761,22.88578212
"1957","Malaysia","Indonesia",61.6,109.6976228,3.78986846,117.2401137,-2.21505456
"1958","Malaysia","Japan",0.4,109.6976228,3.78986846,138.0308956,37.59230135
"1959","Malaysia","New Zealand",1.8,109.6976228,3.78986846,171.4849235,-41.81113557
"1960","Malaysia","Oman",248.4,109.6976228,3.78986846,56.09166155,20.60515333
"1961","Malaysia","Philippines",42.6,109.6976228,3.78986846,122.8839325,11.77536778
"1962","Malaysia","Republic of Korea",11.8,109.6976228,3.78986846,127.8391609,36.38523983
"1963","Malaysia","Singapore",385.6,109.6976228,3.78986846,103.8172559,1.35876087
"1964","Malaysia","Sri Lanka",7.4,109.6976228,3.78986846,80.70108238,7.61266509
"1965","Malaysia","Thailand",10.2,109.6976228,3.78986846,101.0028813,15.11815794
"1966","Malaysia","United Arab Emirates",47,109.6976228,3.78986846,54.3001671,23.90528188
"1967","Malaysia","United Kingdom of Great Britain and Northern Ireland",0.2,109.6976228,3.78986846,-2.86563164,54.12387156
"1968","Malaysia","United States of America",5.6,109.6976228,3.78986846,-112.4616737,45.6795472
"1969","Mali","Burkina Faso",5.2,-3.54269065,17.34581581,-1.75456601,12.26953846
"1970","Mali","Senegal",9.4,-3.54269065,17.34581581,-14.4734924,14.36624173
"1971","Malta","Libya",3.4,14.40523316,35.92149632,18.00866169,27.03094495
"1972","Malta","Singapore",5.8,14.40523316,35.92149632,103.8172559,1.35876087
"1973","Mauritius","France",1,57.57120551,-20.27768704,-2.76172945,42.17344011
"1974","Mexico","Australia",1212.4,-102.5234517,23.94753724,134.4910001,-25.73288704
"1975","Mexico","Austria",34.6,-102.5234517,23.94753724,14.1264761,47.58549439
"1976","Mexico","Belgium",10444.8,-102.5234517,23.94753724,4.64065114,50.63981576
"1977","Mexico","Brazil",1.2,-102.5234517,23.94753724,-53.09783113,-10.78777702
"1978","Mexico","Bulgaria",0.2,-102.5234517,23.94753724,25.21552909,42.76890318
"1979","Mexico","Canada",3660,-102.5234517,23.94753724,-98.30777028,61.36206324
"1980","Mexico","Chile",79.2,-102.5234517,23.94753724,-71.38256213,-37.73070989
"1981","Mexico","China, Hong Kong SAR",23,-102.5234517,23.94753724,114.1138045,22.39827737
"1982","Mexico","China, mainland",31.4,-102.5234517,23.94753724,103.8190735,36.56176546
"1983","Mexico","China, Taiwan Province of",12.6,-102.5234517,23.94753724,120.9542728,23.7539928
"1984","Mexico","Costa Rica",57.4,-102.5234517,23.94753724,-84.19208768,9.97634464
"1985","Mexico","Cuba",2852.2,-102.5234517,23.94753724,-79.01605384,21.62289528
"1986","Mexico","Cyprus",9.8,-102.5234517,23.94753724,33.0060022,34.91667211
"1987","Mexico","Denmark",875.8,-102.5234517,23.94753724,10.02800992,55.98125296
"1988","Mexico","Dominican Republic",41,-102.5234517,23.94753724,-70.50568896,18.89433082
"1989","Mexico","Ecuador",45.4,-102.5234517,23.94753724,-78.75201922,-1.42381612
"1990","Mexico","Egypt",7.8,-102.5234517,23.94753724,29.86190099,26.49593311
"1991","Mexico","El Salvador",1,-102.5234517,23.94753724,-88.87164469,13.73943744
"1992","Mexico","Finland",304.8,-102.5234517,23.94753724,26.2746656,64.49884603
"1993","Mexico","France",2644.8,-102.5234517,23.94753724,-2.76172945,42.17344011
"1994","Mexico","Germany",4043.4,-102.5234517,23.94753724,10.38578051,51.10698181
"1995","Mexico","Greece",23,-102.5234517,23.94753724,22.95555794,39.07469623
"1996","Mexico","Guatemala",1.8,-102.5234517,23.94753724,-90.36482009,15.69403664
"1997","Mexico","India",193.2,-102.5234517,23.94753724,79.6119761,22.88578212
"1998","Mexico","Iran (Islamic Republic of)",3.8,-102.5234517,23.94753724,54.27407004,32.57503292
"1999","Mexico","Ireland",3.8,-102.5234517,23.94753724,-8.13793569,53.1754487
"2000","Mexico","Israel",32,-102.5234517,23.94753724,35.00444693,31.46110101
"2001","Mexico","Italy",2237,-102.5234517,23.94753724,12.07001339,42.79662641
"2002","Mexico","Jamaica",205.4,-102.5234517,23.94753724,-77.31482593,18.15694878
"2003","Mexico","Japan",1462.8,-102.5234517,23.94753724,138.0308956,37.59230135
"2004","Mexico","Jordan",3.8,-102.5234517,23.94753724,36.77136104,31.24579091
"2005","Mexico","Madagascar",2.8,-102.5234517,23.94753724,46.70473674,-19.37189587
"2006","Mexico","Malaysia",93.8,-102.5234517,23.94753724,109.6976228,3.78986846
"2007","Mexico","Netherlands",706,-102.5234517,23.94753724,5.28144793,52.1007899
"2008","Mexico","New Zealand",259.2,-102.5234517,23.94753724,171.4849235,-41.81113557
"2009","Mexico","Nicaragua",0.2,-102.5234517,23.94753724,-85.0305297,12.84709429
"2010","Mexico","Norway",10.8,-102.5234517,23.94753724,15.34834656,68.75015572
"2011","Mexico","Oman",3.6,-102.5234517,23.94753724,56.09166155,20.60515333
"2012","Mexico","Peru",6.4,-102.5234517,23.94753724,-74.38242685,-9.15280381
"2013","Mexico","Poland",7.8,-102.5234517,23.94753724,19.39012835,52.12759564
"2014","Mexico","Portugal",8,-102.5234517,23.94753724,-8.50104361,39.59550671
"2015","Mexico","Republic of Korea",157.2,-102.5234517,23.94753724,127.8391609,36.38523983
"2016","Mexico","Russian Federation",460.2,-102.5234517,23.94753724,96.68656112,61.98052209
"2017","Mexico","Saudi Arabia",0.6,-102.5234517,23.94753724,44.53686271,24.12245841
"2018","Mexico","Singapore",11.4,-102.5234517,23.94753724,103.8172559,1.35876087
"2019","Mexico","Slovenia",3.8,-102.5234517,23.94753724,14.80444238,46.11554772
"2020","Mexico","South Africa",4,-102.5234517,23.94753724,25.08390093,-29.00034095
"2021","Mexico","Spain",7318.2,-102.5234517,23.94753724,-3.64755047,40.24448698
"2022","Mexico","Sweden",610.4,-102.5234517,23.94753724,16.74558049,62.77966519
"2023","Mexico","Switzerland",332.6,-102.5234517,23.94753724,8.20867471,46.79785878
"2024","Mexico","Turkey",2,-102.5234517,23.94753724,35.16895346,39.0616029
"2025","Mexico","Ukraine",19,-102.5234517,23.94753724,31.38326469,48.99656673
"2026","Mexico","United Arab Emirates",38.8,-102.5234517,23.94753724,54.3001671,23.90528188
"2027","Mexico","United Kingdom of Great Britain and Northern Ireland",1961,-102.5234517,23.94753724,-2.86563164,54.12387156
"2028","Mexico","United States of America",56423,-102.5234517,23.94753724,-112.4616737,45.6795472
"2029","Mexico","Venezuela (Bolivarian Republic of)",0.8,-102.5234517,23.94753724,-66.18184123,7.12422421
"2030","Mexico","Viet Nam",2,-102.5234517,23.94753724,106.299147,16.6460167
"2031","Mongolia","Russian Federation",0.4,103.0529977,46.82681544,96.68656112,61.98052209
"2032","Montenegro","France",3.4,19.23883939,42.78890259,-2.76172945,42.17344011
"2033","Montenegro","Serbia",5,19.23883939,42.78890259,20.78958334,44.2215032
"2034","Morocco","France",1.4,-8.45615795,29.83762955,-2.76172945,42.17344011
"2035","Morocco","Guinea",15.6,-8.45615795,29.83762955,-10.94066612,10.43621593
"2036","Morocco","Niger",0.2,-8.45615795,29.83762955,9.38545882,17.41912493
"2037","Morocco","Spain",0.8,-8.45615795,29.83762955,-3.64755047,40.24448698
"2038","Namibia","Angola",0.2,17.20963567,-22.13032568,17.53736768,-12.29336054
"2039","Namibia","South Africa",0.4,17.20963567,-22.13032568,25.08390093,-29.00034095
"2040","Nepal","Australia",1.2,83.9158264,28.24891365,134.4910001,-25.73288704
"2041","Nepal","Belgium",0.2,83.9158264,28.24891365,4.64065114,50.63981576
"2042","Nepal","Canada",1,83.9158264,28.24891365,-98.30777028,61.36206324
"2043","Nepal","China, mainland",0.2,83.9158264,28.24891365,103.8190735,36.56176546
"2044","Nepal","China, Taiwan Province of",1.4,83.9158264,28.24891365,120.9542728,23.7539928
"2045","Nepal","Denmark",1,83.9158264,28.24891365,10.02800992,55.98125296
"2046","Nepal","France",0.2,83.9158264,28.24891365,-2.76172945,42.17344011
"2047","Nepal","Germany",25.6,83.9158264,28.24891365,10.38578051,51.10698181
"2048","Nepal","Italy",2.6,83.9158264,28.24891365,12.07001339,42.79662641
"2049","Nepal","Japan",17.4,83.9158264,28.24891365,138.0308956,37.59230135
"2050","Nepal","Kyrgyzstan",0.2,83.9158264,28.24891365,74.54165513,41.46221943
"2051","Nepal","Netherlands",2,83.9158264,28.24891365,5.28144793,52.1007899
"2052","Nepal","Republic of Korea",7,83.9158264,28.24891365,127.8391609,36.38523983
"2053","Nepal","Switzerland",11.8,83.9158264,28.24891365,8.20867471,46.79785878
"2054","Nepal","United Arab Emirates",0.8,83.9158264,28.24891365,54.3001671,23.90528188
"2055","Nepal","United Kingdom of Great Britain and Northern Ireland",0.6,83.9158264,28.24891365,-2.86563164,54.12387156
"2056","Nepal","United States of America",6.8,83.9158264,28.24891365,-112.4616737,45.6795472
"2057","Netherlands","Albania",12.6,5.28144793,52.1007899,20.04983396,41.14244989
"2058","Netherlands","Algeria",2,5.28144793,52.1007899,2.61732301,28.15893849
"2059","Netherlands","Armenia",100,5.28144793,52.1007899,44.92993276,40.28952569
"2060","Netherlands","Australia",11,5.28144793,52.1007899,134.4910001,-25.73288704
"2061","Netherlands","Austria",122,5.28144793,52.1007899,14.1264761,47.58549439
"2062","Netherlands","Bahrain",0.4,5.28144793,52.1007899,50.54196932,26.04205135
"2063","Netherlands","Bangladesh",2,5.28144793,52.1007899,90.23812743,23.86731158
"2064","Netherlands","Belarus",232.6,5.28144793,52.1007899,28.03209307,53.53131377
"2065","Netherlands","Belgium",650.8,5.28144793,52.1007899,4.64065114,50.63981576
"2066","Netherlands","Bosnia and Herzegovina",6.8,5.28144793,52.1007899,17.76876733,44.17450125
"2067","Netherlands","Bulgaria",57.2,5.28144793,52.1007899,25.21552909,42.76890318
"2068","Netherlands","Canada",12.4,5.28144793,52.1007899,-98.30777028,61.36206324
"2069","Netherlands","China, Hong Kong SAR",51.4,5.28144793,52.1007899,114.1138045,22.39827737
"2070","Netherlands","China, mainland",1.2,5.28144793,52.1007899,103.8190735,36.56176546
"2071","Netherlands","China, Taiwan Province of",34.2,5.28144793,52.1007899,120.9542728,23.7539928
"2072","Netherlands","Croatia",122,5.28144793,52.1007899,16.40412899,45.08047631
"2073","Netherlands","Cyprus",40.6,5.28144793,52.1007899,33.0060022,34.91667211
"2074","Netherlands","Czechia",153.4,5.28144793,52.1007899,15.31240163,49.73341233
"2075","Netherlands","Denmark",163.6,5.28144793,52.1007899,10.02800992,55.98125296
"2076","Netherlands","Equatorial Guinea",0.2,5.28144793,52.1007899,10.34137924,1.70555135
"2077","Netherlands","Estonia",46.8,5.28144793,52.1007899,25.54248537,58.67192972
"2078","Netherlands","Faroe Islands",0.2,5.28144793,52.1007899,-6.88095423,62.05385403
"2079","Netherlands","Finland",63.6,5.28144793,52.1007899,26.2746656,64.49884603
"2080","Netherlands","France",339.6,5.28144793,52.1007899,-2.76172945,42.17344011
"2081","Netherlands","Germany",4886.8,5.28144793,52.1007899,10.38578051,51.10698181
"2082","Netherlands","Greece",301.8,5.28144793,52.1007899,22.95555794,39.07469623
"2083","Netherlands","Hungary",88,5.28144793,52.1007899,19.39559116,47.16277506
"2084","Netherlands","Iceland",4.8,5.28144793,52.1007899,-18.57396167,64.99575386
"2085","Netherlands","Indonesia",1.2,5.28144793,52.1007899,117.2401137,-2.21505456
"2086","Netherlands","Iran (Islamic Republic of)",17.8,5.28144793,52.1007899,54.27407004,32.57503292
"2087","Netherlands","Ireland",511.2,5.28144793,52.1007899,-8.13793569,53.1754487
"2088","Netherlands","Israel",7.6,5.28144793,52.1007899,35.00444693,31.46110101
"2089","Netherlands","Italy",3584.2,5.28144793,52.1007899,12.07001339,42.79662641
"2090","Netherlands","Japan",11.2,5.28144793,52.1007899,138.0308956,37.59230135
"2091","Netherlands","Jordan",0.2,5.28144793,52.1007899,36.77136104,31.24579091
"2092","Netherlands","Kazakhstan",0.4,5.28144793,52.1007899,67.29149357,48.15688067
"2093","Netherlands","Kuwait",1,5.28144793,52.1007899,47.58700459,29.33431262
"2094","Netherlands","Latvia",27,5.28144793,52.1007899,24.91235983,56.85085163
"2095","Netherlands","Lebanon",0.4,5.28144793,52.1007899,35.88016072,33.92306631
"2096","Netherlands","Lithuania",18.6,5.28144793,52.1007899,23.88719355,55.32610984
"2097","Netherlands","Luxembourg",11.4,5.28144793,52.1007899,6.07182201,49.76725361
"2098","Netherlands","Malaysia",5.8,5.28144793,52.1007899,109.6976228,3.78986846
"2099","Netherlands","Malta",7,5.28144793,52.1007899,14.40523316,35.92149632
"2100","Netherlands","New Zealand",3.2,5.28144793,52.1007899,171.4849235,-41.81113557
"2101","Netherlands","North Macedonia",6.8,5.28144793,52.1007899,21.68211346,41.59530893
"2102","Netherlands","Norway",43.8,5.28144793,52.1007899,15.34834656,68.75015572
"2103","Netherlands","Oman",2.2,5.28144793,52.1007899,56.09166155,20.60515333
"2104","Netherlands","Peru",0.8,5.28144793,52.1007899,-74.38242685,-9.15280381
"2105","Netherlands","Poland",1274,5.28144793,52.1007899,19.39012835,52.12759564
"2106","Netherlands","Portugal",1567,5.28144793,52.1007899,-8.50104361,39.59550671
"2107","Netherlands","Qatar",3.4,5.28144793,52.1007899,51.18479632,25.30601188
"2108","Netherlands","Republic of Korea",6.8,5.28144793,52.1007899,127.8391609,36.38523983
"2109","Netherlands","Republic of Moldova",5.4,5.28144793,52.1007899,28.45673372,47.19498804
"2110","Netherlands","Romania",424,5.28144793,52.1007899,24.97293039,45.85243127
"2111","Netherlands","Russian Federation",199.2,5.28144793,52.1007899,96.68656112,61.98052209
"2112","Netherlands","Saudi Arabia",5.4,5.28144793,52.1007899,44.53686271,24.12245841
"2113","Netherlands","Serbia",1.6,5.28144793,52.1007899,20.78958334,44.2215032
"2114","Netherlands","Singapore",2.4,5.28144793,52.1007899,103.8172559,1.35876087
"2115","Netherlands","Slovakia",292,5.28144793,52.1007899,19.47905218,48.70547528
"2116","Netherlands","Slovenia",78.4,5.28144793,52.1007899,14.80444238,46.11554772
"2117","Netherlands","South Africa",10.8,5.28144793,52.1007899,25.08390093,-29.00034095
"2118","Netherlands","Spain",270.4,5.28144793,52.1007899,-3.64755047,40.24448698
"2119","Netherlands","Sweden",760,5.28144793,52.1007899,16.74558049,62.77966519
"2120","Netherlands","Switzerland",224.6,5.28144793,52.1007899,8.20867471,46.79785878
"2121","Netherlands","Syrian Arab Republic",274.8,5.28144793,52.1007899,38.50788204,35.02547389
"2122","Netherlands","Thailand",1,5.28144793,52.1007899,101.0028813,15.11815794
"2123","Netherlands","Turkey",20.4,5.28144793,52.1007899,35.16895346,39.0616029
"2124","Netherlands","Turkmenistan",4,5.28144793,52.1007899,59.37100021,39.11554137
"2125","Netherlands","Ukraine",2381.4,5.28144793,52.1007899,31.38326469,48.99656673
"2126","Netherlands","United Arab Emirates",1.2,5.28144793,52.1007899,54.3001671,23.90528188
"2127","Netherlands","United Kingdom of Great Britain and Northern Ireland",1654,5.28144793,52.1007899,-2.86563164,54.12387156
"2128","Netherlands","United States of America",578.8,5.28144793,52.1007899,-112.4616737,45.6795472
"2129","Netherlands","Viet Nam",5.4,5.28144793,52.1007899,106.299147,16.6460167
"2130","New Caledonia","Belgium",3.8,165.6849237,-21.29991806,4.64065114,50.63981576
"2131","New Caledonia","Canada",0.4,165.6849237,-21.29991806,-98.30777028,61.36206324
"2132","New Zealand","Australia",150,171.4849235,-41.81113557,134.4910001,-25.73288704
"2133","New Zealand","Belgium",3.8,171.4849235,-41.81113557,4.64065114,50.63981576
"2134","New Zealand","China, Hong Kong SAR",2.6,171.4849235,-41.81113557,114.1138045,22.39827737
"2135","New Zealand","China, mainland",2.8,171.4849235,-41.81113557,103.8190735,36.56176546
"2136","New Zealand","Cook Islands",4.4,171.4849235,-41.81113557,-159.7872422,-21.21927288
"2137","New Zealand","Fiji",4.8,171.4849235,-41.81113557,165.4519543,-17.42858032
"2138","New Zealand","French Polynesia",2,171.4849235,-41.81113557,-144.9049439,-14.72227409
"2139","New Zealand","Iran (Islamic Republic of)",0.2,171.4849235,-41.81113557,54.27407004,32.57503292
"2140","New Zealand","Japan",12,171.4849235,-41.81113557,138.0308956,37.59230135
"2141","New Zealand","Niue",0.4,171.4849235,-41.81113557,-169.8699468,-19.04945708
"2142","New Zealand","Oman",0.2,171.4849235,-41.81113557,56.09166155,20.60515333
"2143","New Zealand","Samoa",1.2,171.4849235,-41.81113557,-172.1648506,-13.75324346
"2144","New Zealand","Solomon Islands",0.2,171.4849235,-41.81113557,159.6328767,-8.92178022
"2145","New Zealand","Tonga",0.4,171.4849235,-41.81113557,-174.8098734,-20.42843174
"2146","New Zealand","United Arab Emirates",27.4,171.4849235,-41.81113557,54.3001671,23.90528188
"2147","New Zealand","United Kingdom of Great Britain and Northern Ireland",2.8,171.4849235,-41.81113557,-2.86563164,54.12387156
"2148","New Zealand","United States of America",5.8,171.4849235,-41.81113557,-112.4616737,45.6795472
"2149","New Zealand","Vanuatu",3.6,171.4849235,-41.81113557,167.6864464,-16.22640909
"2150","Nicaragua","Argentina",7.6,-85.0305297,12.84709429,-65.17980692,-35.3813488
"2151","Nicaragua","Australia",1742.2,-85.0305297,12.84709429,134.4910001,-25.73288704
"2152","Nicaragua","Austria",53.2,-85.0305297,12.84709429,14.1264761,47.58549439
"2153","Nicaragua","Belgium",10119.6,-85.0305297,12.84709429,4.64065114,50.63981576
"2154","Nicaragua","Bulgaria",11.4,-85.0305297,12.84709429,25.21552909,42.76890318
"2155","Nicaragua","Canada",5931.8,-85.0305297,12.84709429,-98.30777028,61.36206324
"2156","Nicaragua","Chile",37.4,-85.0305297,12.84709429,-71.38256213,-37.73070989
"2157","Nicaragua","China, Hong Kong SAR",14.2,-85.0305297,12.84709429,114.1138045,22.39827737
"2158","Nicaragua","China, mainland",90.2,-85.0305297,12.84709429,103.8190735,36.56176546
"2159","Nicaragua","China, Taiwan Province of",1951.2,-85.0305297,12.84709429,120.9542728,23.7539928
"2160","Nicaragua","Costa Rica",2464.2,-85.0305297,12.84709429,-84.19208768,9.97634464
"2161","Nicaragua","Cuba",90.8,-85.0305297,12.84709429,-79.01605384,21.62289528
"2162","Nicaragua","Cyprus",3.8,-85.0305297,12.84709429,33.0060022,34.91667211
"2163","Nicaragua","Czechia",7,-85.0305297,12.84709429,15.31240163,49.73341233
"2164","Nicaragua","Democratic People's Republic of Korea",1.2,-85.0305297,12.84709429,127.1924797,40.15350311
"2165","Nicaragua","Denmark",200.4,-85.0305297,12.84709429,10.02800992,55.98125296
"2166","Nicaragua","Dominica",14.4,-85.0305297,12.84709429,-61.357726,15.4394702
"2167","Nicaragua","Dominican Republic",331.8,-85.0305297,12.84709429,-70.50568896,18.89433082
"2168","Nicaragua","Egypt",5.2,-85.0305297,12.84709429,29.86190099,26.49593311
"2169","Nicaragua","El Salvador",0.2,-85.0305297,12.84709429,-88.87164469,13.73943744
"2170","Nicaragua","Estonia",11.6,-85.0305297,12.84709429,25.54248537,58.67192972
"2171","Nicaragua","Finland",1749,-85.0305297,12.84709429,26.2746656,64.49884603
"2172","Nicaragua","France",1319.6,-85.0305297,12.84709429,-2.76172945,42.17344011
"2173","Nicaragua","Georgia",15.2,-85.0305297,12.84709429,43.50780252,42.16855755
"2174","Nicaragua","Germany",9329.2,-85.0305297,12.84709429,10.38578051,51.10698181
"2175","Nicaragua","Greece",247.2,-85.0305297,12.84709429,22.95555794,39.07469623
"2176","Nicaragua","Guatemala",2.8,-85.0305297,12.84709429,-90.36482009,15.69403664
"2177","Nicaragua","Honduras",16.8,-85.0305297,12.84709429,-86.6151661,14.82688165
"2178","Nicaragua","Iceland",156.8,-85.0305297,12.84709429,-18.57396167,64.99575386
"2179","Nicaragua","India",153.8,-85.0305297,12.84709429,79.6119761,22.88578212
"2180","Nicaragua","Iran (Islamic Republic of)",11.2,-85.0305297,12.84709429,54.27407004,32.57503292
"2181","Nicaragua","Ireland",548.8,-85.0305297,12.84709429,-8.13793569,53.1754487
"2182","Nicaragua","Israel",31,-85.0305297,12.84709429,35.00444693,31.46110101
"2183","Nicaragua","Italy",5158.6,-85.0305297,12.84709429,12.07001339,42.79662641
"2184","Nicaragua","Japan",2679.2,-85.0305297,12.84709429,138.0308956,37.59230135
"2185","Nicaragua","Jordan",732.6,-85.0305297,12.84709429,36.77136104,31.24579091
"2186","Nicaragua","Kenya",3.8,-85.0305297,12.84709429,37.79593973,0.59988022
"2187","Nicaragua","Latvia",7.6,-85.0305297,12.84709429,24.91235983,56.85085163
"2188","Nicaragua","Lebanon",19.2,-85.0305297,12.84709429,35.88016072,33.92306631
"2189","Nicaragua","Lithuania",3.8,-85.0305297,12.84709429,23.88719355,55.32610984
"2190","Nicaragua","Malaysia",933.8,-85.0305297,12.84709429,109.6976228,3.78986846
"2191","Nicaragua","Mexico",841,-85.0305297,12.84709429,-102.5234517,23.94753724
"2192","Nicaragua","Morocco",34.6,-85.0305297,12.84709429,-8.45615795,29.83762955
"2193","Nicaragua","Netherlands",840.4,-85.0305297,12.84709429,5.28144793,52.1007899
"2194","Nicaragua","New Zealand",130.6,-85.0305297,12.84709429,171.4849235,-41.81113557
"2195","Nicaragua","Norway",693.4,-85.0305297,12.84709429,15.34834656,68.75015572
"2196","Nicaragua","Oman",22.2,-85.0305297,12.84709429,56.09166155,20.60515333
"2197","Nicaragua","Panama",252.6,-85.0305297,12.84709429,-80.11915156,8.51750797
"2198","Nicaragua","Poland",42,-85.0305297,12.84709429,19.39012835,52.12759564
"2199","Nicaragua","Portugal",351.8,-85.0305297,12.84709429,-8.50104361,39.59550671
"2200","Nicaragua","Qatar",7.2,-85.0305297,12.84709429,51.18479632,25.30601188
"2201","Nicaragua","Republic of Korea",374.6,-85.0305297,12.84709429,127.8391609,36.38523983
"2202","Nicaragua","Russian Federation",1108.6,-85.0305297,12.84709429,96.68656112,61.98052209
"2203","Nicaragua","Saudi Arabia",23.2,-85.0305297,12.84709429,44.53686271,24.12245841
"2204","Nicaragua","Singapore",18.2,-85.0305297,12.84709429,103.8172559,1.35876087
"2205","Nicaragua","South Africa",152.4,-85.0305297,12.84709429,25.08390093,-29.00034095
"2206","Nicaragua","Spain",2497.4,-85.0305297,12.84709429,-3.64755047,40.24448698
"2207","Nicaragua","Sweden",2732.2,-85.0305297,12.84709429,16.74558049,62.77966519
"2208","Nicaragua","Switzerland",128.2,-85.0305297,12.84709429,8.20867471,46.79785878
"2209","Nicaragua","Syrian Arab Republic",18.2,-85.0305297,12.84709429,38.50788204,35.02547389
"2210","Nicaragua","Turkey",21.2,-85.0305297,12.84709429,35.16895346,39.0616029
"2211","Nicaragua","Ukraine",101.6,-85.0305297,12.84709429,31.38326469,48.99656673
"2212","Nicaragua","United Arab Emirates",1124.2,-85.0305297,12.84709429,54.3001671,23.90528188
"2213","Nicaragua","United Kingdom of Great Britain and Northern Ireland",2416.2,-85.0305297,12.84709429,-2.86563164,54.12387156
"2214","Nicaragua","United States of America",69545.6,-85.0305297,12.84709429,-112.4616737,45.6795472
"2215","Nicaragua","Venezuela (Bolivarian Republic of)",1422,-85.0305297,12.84709429,-66.18184123,7.12422421
"2216","Nicaragua","Viet Nam",48.2,-85.0305297,12.84709429,106.299147,16.6460167
"2217","Niger","Benin",55,9.38545882,17.41912493,2.32785254,9.6417597
"2218","Niger","Brazil",9.6,9.38545882,17.41912493,-53.09783113,-10.78777702
"2219","Niger","China, mainland",2.8,9.38545882,17.41912493,103.8190735,36.56176546
"2220","Niger","France",3.4,9.38545882,17.41912493,-2.76172945,42.17344011
"2221","Niger","India",3.4,9.38545882,17.41912493,79.6119761,22.88578212
"2222","Niger","Nigeria",0.4,9.38545882,17.41912493,8.08943895,9.59411452
"2223","Nigeria","Belgium",13.6,8.08943895,9.59411452,4.64065114,50.63981576
"2224","Nigeria","Benin",1.4,8.08943895,9.59411452,2.32785254,9.6417597
"2225","Nigeria","Cameroon",0.2,8.08943895,9.59411452,12.73964156,5.69109849
"2226","Nigeria","Canada",7.8,8.08943895,9.59411452,-98.30777028,61.36206324
"2227","Nigeria","France",38.4,8.08943895,9.59411452,-2.76172945,42.17344011
"2228","Nigeria","Gambia",1.8,8.08943895,9.59411452,-15.39601295,13.44965244
"2229","Nigeria","Kuwait",0.2,8.08943895,9.59411452,47.58700459,29.33431262
"2230","Nigeria","Mongolia",0.2,8.08943895,9.59411452,103.0529977,46.82681544
"2231","Nigeria","Netherlands",13.8,8.08943895,9.59411452,5.28144793,52.1007899
"2232","Nigeria","Qatar",0.4,8.08943895,9.59411452,51.18479632,25.30601188
"2233","Nigeria","South Africa",0.2,8.08943895,9.59411452,25.08390093,-29.00034095
"2234","Nigeria","Spain",3.4,8.08943895,9.59411452,-3.64755047,40.24448698
"2235","Nigeria","Sudan",0.2,8.08943895,9.59411452,29.94046812,15.99035669
"2236","Nigeria","Sweden",7,8.08943895,9.59411452,16.74558049,62.77966519
"2237","Nigeria","United Arab Emirates",0.2,8.08943895,9.59411452,54.3001671,23.90528188
"2238","North Macedonia","Australia",0.2,21.68211346,41.59530893,134.4910001,-25.73288704
"2239","North Macedonia","Serbia",3.2,21.68211346,41.59530893,20.78958334,44.2215032
"2240","Norway","Czechia",0.4,15.34834656,68.75015572,15.31240163,49.73341233
"2241","Norway","Denmark",8.2,15.34834656,68.75015572,10.02800992,55.98125296
"2242","Norway","Finland",1.4,15.34834656,68.75015572,26.2746656,64.49884603
"2243","Norway","France",0.4,15.34834656,68.75015572,-2.76172945,42.17344011
"2244","Norway","Germany",102.2,15.34834656,68.75015572,10.38578051,51.10698181
"2245","Norway","Italy",0.2,15.34834656,68.75015572,12.07001339,42.79662641
"2246","Norway","Japan",0.2,15.34834656,68.75015572,138.0308956,37.59230135
"2247","Norway","Netherlands",87.2,15.34834656,68.75015572,5.28144793,52.1007899
"2248","Norway","Spain",0.2,15.34834656,68.75015572,-3.64755047,40.24448698
"2249","Norway","Sweden",23.6,15.34834656,68.75015572,16.74558049,62.77966519
"2250","Norway","United Kingdom of Great Britain and Northern Ireland",18.6,15.34834656,68.75015572,-2.86563164,54.12387156
"2251","Oman","Qatar",87,56.09166155,20.60515333,51.18479632,25.30601188
"2252","Oman","United Arab Emirates",10.2,56.09166155,20.60515333,54.3001671,23.90528188
"2253","Oman","Yemen",31.8,56.09166155,20.60515333,47.58676189,15.90928005
"2254","Pakistan","Canada",2.6,69.33957937,29.9497515,-98.30777028,61.36206324
"2255","Pakistan","Kuwait",0.6,69.33957937,29.9497515,47.58700459,29.33431262
"2256","Panama","Antigua and Barbuda",1,-80.11915156,8.51750797,-61.79469343,17.2774996
"2257","Panama","Argentina",0.2,-80.11915156,8.51750797,-65.17980692,-35.3813488
"2258","Panama","Australia",268.2,-80.11915156,8.51750797,134.4910001,-25.73288704
"2259","Panama","Belgium",37,-80.11915156,8.51750797,4.64065114,50.63981576
"2260","Panama","Bulgaria",0.2,-80.11915156,8.51750797,25.21552909,42.76890318
"2261","Panama","Canada",68.4,-80.11915156,8.51750797,-98.30777028,61.36206324
"2262","Panama","Chile",0.6,-80.11915156,8.51750797,-71.38256213,-37.73070989
